YStartTime,detectionTime,patternId,actionType,customerName,merchantId
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C741680636','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1156346576','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1158875335','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C54876469','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1171622243','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1633477199','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1529207541','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C2058916086','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C307655955','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C347987512','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C278409847','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C819388154','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1791524453','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1819751403','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C790593937','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1298891864','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C803065678','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1158752013','M348934600'
2025-07-13 02:33:10.144992,2025-07-13 02:33:10.144992,PatId1,UPGRADE,'C1846578588','M348934600'
2025-07-13 02:33:09.000000,2025-07-13 02:33:09.000000,PatId3,DEI-NEEDED,,M677738360
