YStartTime,detectionTime,patternId,actionType,customerName,merchantId
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C500992269','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C1814746822','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C986553990','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C417912401','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C41461366','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C647327489','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C1506066038','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C324333692','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C126603077','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C1307916597','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C652253057','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C2106115023','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C464042268','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C529768403','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C1005495267','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C193297871','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C1128965136','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C1095821033','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C69317479','M1823072687'
2025-07-13 02:30:23.432065,2025-07-13 02:30:23.432065,PatId1,UPGRADE,'C798889135','M348934600'
